;link.law;actor;date;link.statement
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Handelverband Deutschland (HDE);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_HDE_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Global Reporting Initiative (GRI);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungsnahme_GRI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Global Reporting Initiative (GRI);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_GRI_Annex_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Forum Nachhaltige Entwicklung der Deutschen Wirtschaft;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_econsense_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Deutschen Steuerberaterverband e.V. (DStV);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_DStV_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Deutschen Kreditwirtschaft (DK);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_DK_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=3
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Deutschen Anwalt Verein;15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_DAV_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=6
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Verbraucherzentrale Bundesverband (vzbv);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_vzbv_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Verband Kommunaler Unternehmen e.V. (VKU);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_VKU_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Verein für Umweltmanagement und Nachhaltigkeit in Finanzinstituten e.V. (VfU);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_VfU_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=5
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Deutschen Aktieninstitut (DAI);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_DAI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Verband der Wirtschaft für Emissionshandel und Klimaschutz e.V. (co2nzept plus);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_co2ncept_plus_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Carbon Disclosure Project Verein (CDP);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_CDP_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
Gesetz zur Stärkung der nichtfinanziellen Berichterstattung der Unternehmen in ihren Lage- und Konzernlageberichten (CSR-Richtlinie-Umsetzungsgesetz);https://www.bmjv.de/SharedDocs/Gesetzgebungsverfahren/DE/CSR-Richtlinie-Umsetzungsgesetz.html;Stellungnahme des Deutschen Fondsverband (BVI);15. Apr 16;https://www.bmjv.de//SharedDocs/Gesetzgebungsverfahren/Stellungnahmen/2016/Downloads/04152016_Stellungnahme_BVI_RefE_CSR_Umsetzungsgesetz.pdf?__blob=publicationFile&v=4
